chain_id,task,model,sample_index,turn,compiled,correct,gen_status
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,40,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,41,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,42,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,43,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,44,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,45,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,46,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,47,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,48,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,49,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,50,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,51,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,52,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,53,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,54,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,55,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,56,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,57,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,58,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,59,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,60,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,61,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,62,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,63,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,64,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,65,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,66,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,67,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,68,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,69,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,70,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,71,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,72,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,73,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,74,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,75,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,76,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,77,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,78,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,79,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,80,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,81,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,82,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,83,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,84,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,85,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,86,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,87,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,88,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,89,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,90,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,91,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,92,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,93,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,94,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,95,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,96,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,97,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,98,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,99,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,100,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|1,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,1,1,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|1,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,1,2,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|1,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,1,3,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|1,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,1,4,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|1,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,1,5,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|1,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,1,6,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|1,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,1,7,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|1,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,1,8,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|1,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,1,9,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|1,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,1,10,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|1,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,1,11,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|1,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,1,12,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|1,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,1,13,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|1,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,1,14,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|1,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,1,15,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|1,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,1,16,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|1,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,1,17,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|1,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,1,18,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|1,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,1,19,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|1,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,1,20,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|1,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,1,21,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|1,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,1,22,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|1,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,1,23,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|1,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,1,24,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|1,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,1,25,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|1,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,1,26,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|1,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,1,27,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|1,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,1,28,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|1,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,1,29,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|1,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,1,30,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|1,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,1,31,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|1,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,1,32,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|1,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,1,33,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|1,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,1,34,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|1,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,1,35,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|1,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,1,36,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|1,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,1,37,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|1,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,1,38,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|1,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,1,39,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|1,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,1,40,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|1,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,1,41,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|1,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,1,42,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|1,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,1,43,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|1,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,1,44,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|1,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,1,45,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|1,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,1,46,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|1,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,1,47,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|1,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,1,48,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|1,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,1,49,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|1,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,1,50,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|1,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,1,51,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|1,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,1,52,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|1,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,1,53,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|1,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,1,54,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|1,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,1,55,1,0,generated
ptx|0shot|19_ReLU|Qwen/Qwen3-Coder-30B-A3B-Instruct|1,19_ReLU,Qwen/Qwen3-Coder-30B-A3B-Instruct,1,56,1,0,generated
